0.000782;0.007093;0.03484;0.07421;0.137715;0.204972;0.27366;0.358161;0.49215;0.530071
0.001384;0.013432;0.06104;0.130627;0.234855;0.342229;0.449952;0.582001;0.798375;0.863134
0.000775;0.007579;0.036243;0.078058;0.149252;0.215045;0.292596;0.389804;0.52393;0.610994
0.002209;0.019329;0.08205;0.17981;0.296436;0.431784;0.551642;0.702292;0.9031;0.944745
0.00024;0.002567;0.013593;0.030093;0.058357;0.091448;0.128802;0.1752;0.235466;0.264497
0.002385;0.021188;0.092006;0.195041;0.334478;0.473166;0.599896;0.767179;1.02566;1.08283
0.00137;0.012738;0.057418;0.116707;0.20502;0.290184;0.384272;0.485052;0.676537;0.736439
0.002318;0.022969;0.10066;0.214579;0.370872;0.53117;0.705528;0.897318;1.21645;1.34343
0.000447;0.00436;0.021073;0.047411;0.087376;0.137054;0.1899;0.250605;0.358916;0.401111
0.001477;0.014475;0.064964;0.140934;0.254692;0.368125;0.48206;0.623839;0.846504;0.932877
0.000418;0.004355;0.020111;0.043265;0.079046;0.117891;0.159854;0.209682;0.276125;0.296456
0.003282;0.031552;0.129599;0.270402;0.456397;0.648049;0.835683;1.05762;1.45139;1.54048
0.000912;0.008363;0.041305;0.091842;0.166376;0.250069;0.331121;0.439189;0.575586;0.642765
0.001172;0.011267;0.049768;0.105196;0.193021;0.269968;0.356182;0.468251;0.646737;0.718028
0.001666;0.016263;0.072215;0.15586;0.279291;0.387757;0.529317;0.680325;0.877058;1.00388
0.00176;0.015067;0.06731;0.148166;0.246752;0.366307;0.469452;0.601773;0.726857;0.81645
0.000561;0.005418;0.024833;0.05509;0.101217;0.153091;0.20783;0.279964;0.39378;0.436764
0.000583;0.005805;0.026923;0.060365;0.106737;0.162822;0.220051;0.284309;0.34232;0.399255
0.000903;0.008792;0.04216;0.092698;0.171828;0.253617;0.338711;0.448877;0.593764;0.665106
0.00218;0.01867;0.083507;0.186246;0.311274;0.467466;0.595818;0.782585;1.05219;1.10035
0.000562;0.005057;0.026466;0.057412;0.1091;0.163527;0.219435;0.292591;0.38201;0.416859
0.00236;0.022096;0.095294;0.199122;0.36102;0.493824;0.669148;0.850345;1.09628;1.25812
0.000972;0.009038;0.039801;0.083201;0.147853;0.215753;0.288376;0.368298;0.52988;0.593221
0.00345;0.030456;0.126843;0.265415;0.442346;0.632534;0.798867;1.00764;1.32562;1.3979
0.000359;0.003512;0.016785;0.036229;0.06832;0.104452;0.142994;0.189045;0.267639;0.280824
0.000858;0.008751;0.041197;0.091828;0.165281;0.249927;0.341346;0.442859;0.594479;0.693337
0.000733;0.007265;0.034874;0.075854;0.142025;0.210387;0.284662;0.370941;0.522649;0.586289
0.006204;0.05286;0.203481;0.411423;0.659264;0.916255;1.14237;1.42236;1.8551;1.95107
0.000914;0.009149;0.044495;0.094971;0.181641;0.264758;0.363766;0.480821;0.647978;0.739031
0.002092;0.018336;0.080738;0.163195;0.280102;0.389393;0.499234;0.620248;0.871469;0.93122
0.002066;0.017942;0.077985;0.16498;0.285534;0.401721;0.513063;0.651707;0.864538;0.930941
0.000827;0.008281;0.037128;0.08594;0.152178;0.230091;0.308542;0.397134;0.503159;0.559424
0.000115;0.00121;0.00531;0.011736;0.021957;0.036697;0.052625;0.070444;0.10484;0.127922
0.002407;0.020856;0.090309;0.192827;0.331962;0.472636;0.604612;0.778929;1.06029;1.1281
0.000834;0.007815;0.036925;0.08294;0.147548;0.218332;0.295705;0.384799;0.461875;0.530659
0.001511;0.014762;0.067608;0.14513;0.260331;0.374596;0.499495;0.638659;0.87519;0.963897
0.001133;0.010802;0.049659;0.104445;0.190529;0.269178;0.372042;0.465195;0.638515;0.724378
0.001091;0.010959;0.050732;0.110543;0.201437;0.302304;0.401626;0.535218;0.721164;0.799857
0.001577;0.015139;0.068629;0.151757;0.268431;0.396841;0.519717;0.683089;0.919113;1.00848
0.002471;0.021184;0.088831;0.186631;0.30884;0.438742;0.550837;0.692126;0.914138;0.910955
0.00043;0.004391;0.020616;0.044708;0.082317;0.124649;0.173101;0.226356;0.319563;0.359907
0.00104;0.009334;0.043222;0.094358;0.174079;0.255303;0.336524;0.444715;0.608777;0.665984
0.00191;0.018993;0.086238;0.181425;0.333552;0.472481;0.64602;0.819893;1.10047;1.24438
0.001424;0.014024;0.063642;0.134842;0.242238;0.351786;0.463725;0.591147;0.808231;0.885547
0.000861;0.008071;0.034497;0.073148;0.127595;0.182797;0.243121;0.31042;0.439028;0.492617
0.002848;0.024901;0.106238;0.225968;0.381825;0.545108;0.689309;0.877694;1.14378;1.21175
0.000649;0.005927;0.027925;0.066094;0.116132;0.178662;0.244797;0.316123;0.384848;0.456297
0.002253;0.021618;0.092686;0.201255;0.356092;0.49812;0.672595;0.841034;1.13357;1.26498
0.00035;0.003536;0.016839;0.035982;0.067336;0.103678;0.141469;0.186941;0.267638;0.288733
0.003288;0.032504;0.136351;0.28712;0.499596;0.695672;0.908633;1.11879;1.55162;1.67257
0.000654;0.006235;0.030762;0.065483;0.119447;0.179161;0.239381;0.312868;0.430645;0.457146
0.001905;0.017296;0.075312;0.161401;0.277143;0.397893;0.506751;0.651082;0.847414;0.903429
0.000666;0.006604;0.030489;0.067069;0.127347;0.186132;0.261604;0.342245;0.469266;0.538306
0.000593;0.00617;0.025837;0.066684;0.113861;0.181796;0.250073;0.321186;0.396366;0.463469
0.001702;0.015094;0.067071;0.147252;0.254368;0.37369;0.480883;0.622565;0.799779;0.859435
0.001791;0.016757;0.072477;0.153;0.270567;0.381087;0.501548;0.641639;0.877506;0.959268
0.000546;0.005398;0.025895;0.05657;0.108817;0.160396;0.224186;0.288729;0.402481;0.47088
0.002447;0.018761;0.079982;0.17671;0.291573;0.436355;0.549034;0.703559;0.876297;0.935921
0.002058;0.01901;0.083459;0.175875;0.313797;0.439992;0.572621;0.724144;1.00915;1.09037
0.00066;0.006429;0.027672;0.058463;0.110166;0.1553;0.216119;0.267986;0.381837;0.434898
0.000858;0.007777;0.036795;0.076442;0.135787;0.193982;0.252422;0.323094;0.419069;0.436382
0.002504;0.023971;0.10181;0.222132;0.373974;0.540345;0.696729;0.895077;1.19493;1.26918
0.000847;0.008422;0.041302;0.093471;0.170033;0.25574;0.341788;0.451353;0.617683;0.694695
0.003601;0.032761;0.135818;0.281086;0.477886;0.657577;0.857592;1.05409;1.44079;1.55827
0.000331;0.003433;0.015933;0.036347;0.067799;0.10647;0.151672;0.203968;0.286471;0.318937
0.001536;0.014822;0.066372;0.144269;0.255015;0.370279;0.4823;0.621762;0.834976;0.910997
0.000516;0.005149;0.023064;0.049624;0.089593;0.134548;0.181123;0.242775;0.341415;0.370878
0.002815;0.027044;0.115209;0.24097;0.42901;0.59108;0.779767;0.98941;1.33428;1.48165
0.000816;0.00729;0.036796;0.080696;0.147462;0.218725;0.289881;0.385507;0.484746;0.541086
0.00125;0.011565;0.050494;0.108447;0.19065;0.273111;0.355179;0.453968;0.648737;0.666961
0.001615;0.015421;0.069015;0.147307;0.254105;0.368864;0.504432;0.617812;0.832185;0.969683
0.001782;0.014847;0.069044;0.151563;0.256195;0.382116;0.488045;0.630195;0.785506;0.852577
0.000959;0.009036;0.043216;0.093275;0.172209;0.254954;0.340504;0.455427;0.623367;0.678745
0.000769;0.0076;0.037047;0.078372;0.150241;0.217304;0.293903;0.391588;0.53562;0.603974
0.000633;0.006244;0.030241;0.065489;0.125752;0.182632;0.253712;0.337299;0.454015;0.518628
0.001141;0.011757;0.043818;0.100863;0.165533;0.246263;0.329332;0.410861;0.493613;0.570927
0.000377;0.003795;0.020044;0.046363;0.087688;0.138996;0.191856;0.263989;0.364329;0.399969
0.002446;0.022853;0.098869;0.209401;0.363596;0.515291;0.667001;0.849643;1.16567;1.2685
0.001918;0.017332;0.076407;0.157821;0.277505;0.386787;0.492701;0.620605;0.861666;0.910537
0.003161;0.032579;0.130614;0.276482;0.469267;0.658589;0.853301;1.07255;1.45111;1.57114
0.000214;0.002028;0.010002;0.021332;0.04019;0.062659;0.086998;0.116293;0.158505;0.174909
0.000941;0.009194;0.043494;0.092332;0.174723;0.249562;0.34132;0.431531;0.599664;0.682499
0.000569;0.005653;0.025691;0.05639;0.102551;0.154687;0.219161;0.288222;0.390681;0.448995
0.004576;0.041694;0.168925;0.340118;0.570741;0.788742;0.999768;1.24798;1.69768;1.77331
0.000848;0.008523;0.041569;0.091869;0.172025;0.255343;0.34203;0.450488;0.619639;0.704659
0.00272;0.0217;0.09368;0.194343;0.328131;0.45767;0.576417;0.727668;0.960203;1.01041
0.001636;0.015431;0.068926;0.145567;0.258899;0.372401;0.484611;0.62421;0.848421;0.918869
0.001284;0.01084;0.050383;0.117381;0.201117;0.314167;0.409971;0.545596;0.699107;0.761063
0.000915;0.008893;0.039456;0.084196;0.160889;0.226333;0.319684;0.398115;0.556321;0.636072
0.00085;0.007599;0.03545;0.075275;0.134291;0.196059;0.256071;0.330853;0.455504;0.479226
0.001309;0.012347;0.056732;0.122707;0.219024;0.319543;0.417439;0.542521;0.717571;0.79584
0.002995;0.023344;0.101124;0.218058;0.3648;0.536382;0.676123;0.871058;1.15364;1.21551
0.000481;0.004257;0.022713;0.050843;0.096412;0.147533;0.199231;0.268756;0.353184;0.388913
0.001825;0.017215;0.077347;0.166954;0.299013;0.412237;0.571294;0.698231;0.942553;1.08734
0.000649;0.006032;0.027407;0.059111;0.106193;0.155569;0.207098;0.266916;0.393089;0.401757
0.003312;0.026384;0.112557;0.24605;0.395262;0.585121;0.726992;0.922805;1.12428;1.22567
0.000294;0.002999;0.013001;0.028536;0.05333;0.079916;0.110905;0.147424;0.212759;0.24399
0.000718;0.006635;0.030781;0.068118;0.123209;0.185963;0.248767;0.327391;0.470371;0.498862
0.002124;0.020713;0.089533;0.192486;0.342934;0.488864;0.641157;0.817116;1.14051;1.24077
0.001789;0.014579;0.064525;0.141087;0.238232;0.350394;0.444533;0.579719;0.748224;0.777577
0.000628;0.006485;0.026034;0.055747;0.096849;0.140334;0.195069;0.2415;0.330684;0.391054
0.002204;0.020596;0.090225;0.190591;0.331158;0.47753;0.613946;0.786772;1.06265;1.1382
0.000596;0.005645;0.024688;0.059585;0.104611;0.158716;0.219478;0.28811;0.347739;0.412211
0.002414;0.022804;0.098827;0.205852;0.358041;0.506257;0.66177;0.831586;1.14252;1.25609
0.000324;0.00322;0.013781;0.03013;0.0536;0.081041;0.113178;0.156034;0.216913;0.242129
0.003755;0.031547;0.127585;0.267019;0.44535;0.629583;0.791458;1.00336;1.32916;1.36777
0.00159;0.013746;0.063237;0.138578;0.239813;0.358911;0.46154;0.603935;0.780366;0.833708
0.001787;0.017283;0.078676;0.170328;0.303654;0.436525;0.585346;0.755037;1.00535;1.14366
0.001213;0.011448;0.053497;0.11152;0.201613;0.289523;0.387439;0.501213;0.683855;0.7539
0.000967;0.009247;0.043702;0.098385;0.178405;0.265871;0.351283;0.464396;0.628752;0.695099
0.00118;0.012184;0.055928;0.123232;0.225599;0.333485;0.453139;0.586588;0.809535;0.903087
0.001618;0.013344;0.060403;0.127786;0.219251;0.317917;0.406302;0.524126;0.70506;0.74837
0.000344;0.003696;0.017662;0.039369;0.075988;0.116526;0.168321;0.226509;0.299625;0.363487
0.001899;0.016013;0.071085;0.161532;0.269372;0.412406;0.517666;0.679521;0.858144;0.922802
0.001952;0.016989;0.073871;0.158046;0.276421;0.398858;0.514182;0.661328;0.905226;0.94327
0.000764;0.007286;0.033622;0.072572;0.1345;0.197014;0.264058;0.342292;0.482603;0.528799
0.000409;0.00415;0.018659;0.039434;0.072233;0.109503;0.149215;0.192795;0.267532;0.276911
0.001731;0.016842;0.073967;0.160181;0.282791;0.416349;0.548804;0.70706;0.965735;1.0591
0.000692;0.006589;0.032237;0.070833;0.130859;0.197448;0.263749;0.348545;0.474584;0.514167
0.003632;0.032197;0.134223;0.272607;0.458575;0.634655;0.793482;0.988588;1.34344;1.42898
0.000449;0.004301;0.022272;0.04679;0.088506;0.132878;0.178841;0.23915;0.311572;0.338186
0.004006;0.037093;0.150178;0.309185;0.525684;0.73599;0.941504;1.1849;1.59966;1.7378
0.00058;0.005631;0.027209;0.059307;0.108926;0.166169;0.223178;0.297781;0.42533;0.445721
0.001476;0.014033;0.064914;0.137653;0.244818;0.356566;0.46344;0.598201;0.814187;0.883839
0.001155;0.011302;0.050784;0.110458;0.205899;0.288847;0.404099;0.495464;0.684576;0.786561
0.001284;0.01128;0.046741;0.115281;0.193606;0.294034;0.388231;0.495662;0.596316;0.685305
0.002012;0.019324;0.085363;0.18523;0.327521;0.467482;0.608411;0.778813;1.05846;1.16325
0.00222;0.021207;0.088928;0.189892;0.319478;0.460509;0.60697;0.77231;0.996792;1.14088
0.000296;0.003134;0.014057;0.032771;0.062517;0.095485;0.133542;0.190357;0.250918;0.301929
0.001243;0.011381;0.049722;0.100757;0.176802;0.250308;0.324008;0.40751;0.5829;0.626035
0.00168;0.015827;0.072242;0.152945;0.269604;0.387806;0.515403;0.657744;0.899757;0.987683
0.00165;0.015095;0.069418;0.151913;0.26638;0.3939;0.51442;0.672292;0.903271;0.959553
0.000571;0.005198;0.024968;0.053936;0.100477;0.15132;0.203125;0.26752;0.380814;0.402685
0.001032;0.010075;0.047165;0.103125;0.184156;0.274439;0.371339;0.476884;0.641066;0.750222
0.000428;0.004125;0.018827;0.041701;0.076647;0.116942;0.158961;0.211465;0.301637;0.31641
0.004444;0.035043;0.141902;0.298898;0.4711;0.68465;0.83936;1.06574;1.35073;1.40348
0.0001;0.001061;0.006803;0.013456;0.02817;0.043385;0.062838;0.085773;0.105435;0.130405
0.001714;0.016061;0.073004;0.152049;0.267668;0.381058;0.517295;0.650963;0.887323;0.981669
0.001031;0.009731;0.042143;0.090145;0.161505;0.237497;0.324588;0.419726;0.586108;0.648115
0.003875;0.034174;0.139813;0.291262;0.476528;0.676749;0.852115;1.08583;1.3937;1.48153
0.001443;0.014041;0.064273;0.136103;0.25442;0.361102;0.493337;0.645383;0.86638;0.96506
0.001445;0.013025;0.059156;0.125159;0.2205;0.316257;0.406739;0.521611;0.711077;0.755173
0.00097;0.009575;0.046395;0.099221;0.181163;0.26905;0.359824;0.474148;0.635953;0.705792
0.001561;0.013806;0.062628;0.140512;0.236465;0.364299;0.464089;0.607202;0.835018;0.869436
0.000484;0.004936;0.025577;0.057106;0.108699;0.167784;0.230856;0.312707;0.437312;0.492029
0.00129;0.012394;0.055815;0.119155;0.22226;0.312301;0.416175;0.554928;0.75095;0.839359
0.000959;0.009432;0.042938;0.092127;0.171803;0.241402;0.334245;0.425123;0.579137;0.66448
0.001144;0.008486;0.035123;0.085017;0.144042;0.223447;0.295532;0.375607;0.450484;0.526079
0.000579;0.005482;0.026218;0.057608;0.106152;0.162957;0.22086;0.291524;0.420036;0.452476
0.001555;0.01506;0.068174;0.144921;0.257077;0.373825;0.489151;0.629458;0.859079;0.940529
0.001301;0.011837;0.054352;0.114556;0.20295;0.28949;0.373147;0.477767;0.647075;0.696701
0.004852;0.046173;0.187761;0.38016;0.633975;0.863219;1.11684;1.35922;1.8786;2.04159
0.000366;0.003561;0.01977;0.044828;0.086531;0.135731;0.188943;0.262922;0.345539;0.39257
0.00278;0.024488;0.104557;0.220286;0.371912;0.527341;0.670991;0.854136;1.11252;1.18325
0.000852;0.00775;0.0356;0.075835;0.13479;0.194057;0.25481;0.327146;0.458955;0.468358
0.00202;0.019835;0.086195;0.182453;0.320478;0.463923;0.609461;0.781784;1.05673;1.1565
0.001669;0.013823;0.063057;0.138113;0.239546;0.354106;0.453838;0.596255;0.757761;0.81369
0.000601;0.005834;0.02794;0.060198;0.110296;0.167596;0.22189;0.292663;0.405556;0.43021
